o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:type,dcterms:identifier,dcterms:alternative,dcterms:references,ric:hasOrHadCategory,ric:latitude,ric:longitude,gn:parentADM1,gn:population
633,https://undusting.org/edut710/admin/item/633,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעלה החמישה","human settlement | קיבוץ",710.Loc.00796,"Ma'ale Hahamisha",https://www.wikidata.org/wiki/Q2891264,"Israel Location",31.81729722,35.1107,"Mateh Yehuda Regional Council | מטה יהודה",819
632,https://undusting.org/edut710/admin/item/632,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעלה עירון","local council in Israel | מועצה מקומית",710.Loc.00797,"Ma'ale Iron",https://www.wikidata.org/wiki/Q2917278,"Israel Location",32.54821389,35.19757778,"Hadera Subdistrict",15642
631,https://undusting.org/edut710/admin/item/631,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעלה לבונה","Israeli settlement | ישוב קהילתי",710.Loc.00798,"Ma'ale Levona",https://www.wikidata.org/wiki/Q2777920,"Israel Location",32.05444444,35.24083333,"Mateh Binyamin Regional Council | מטה בנימין",906
630,https://undusting.org/edut710/admin/item/630,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעלה מכמש","Israeli settlement | ישוב",710.Loc.00799,"Ma'ale Mikhmas",https://www.wikidata.org/wiki/Q325924,"Israel Location",31.87894167,35.30636667,"Mateh Binyamin Regional Council | מטה בנימין",1530
629,https://undusting.org/edut710/admin/item/629,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעלות-תרשיחא,"city | עיר",710.Loc.00800,Ma'alot-tarshiha,https://www.wikidata.org/wiki/Q152385,"Israel Location",33.01666667,35.27083333,"Acre Subdistrict",23550
628,https://undusting.org/edut710/admin/item/628,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מענית,"human settlement | קיבוץ",710.Loc.00801,Ma'anit,https://www.wikidata.org/wiki/Q2777452,"Israel Location",32.45,35.03333333,"Menashe Regional Council | מנשה",676
627,https://undusting.org/edut710/admin/item/627,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעש,"human settlement | ישוב",710.Loc.00802,"Kfar Ma'as|Ma'as",https://www.wikidata.org/wiki/Q606427,"Israel Location",32.06369722,34.89039722,"Drom HaSharon Regional Council | דרום השרון",838
626,https://undusting.org/edut710/admin/item/626,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעברות,"kibbutz | קיבוץ",710.Loc.00803,Ma'abarot|Ma'barot,https://www.wikidata.org/wiki/Q2890412,"Israel Location",32.36388889,34.90416667,"Hefer Valley Regional Council | עמק חפר",962
625,https://undusting.org/edut710/admin/item/625,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעגלים,"community settlement | ישוב קהילתי",710.Loc.00804,Ma'agalim|Ma'galim,https://www.wikidata.org/wiki/Q2890000,"Israel Location",31.39669722,34.59879722,"Sdot Negev Regional Council | שדות נגב",2061
624,https://undusting.org/edut710/admin/item/624,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעון,"moshav | מושב",710.Loc.00805,"Ma'on, Har Hebron|Ma'on",https://www.wikidata.org/wiki/Q2888952,"Israel Location",31.41333333,35.16388889,"Har Hevron Regional Council | הר חברון",595
623,https://undusting.org/edut710/admin/item/623,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מאור,"moshav | מושב",710.Loc.00806,Maor|Ma'or,https://www.wikidata.org/wiki/Q2777088,"Israel Location",32.38333333,35,"Menashe Regional Council | מנשה",1442
622,https://undusting.org/edut710/admin/item/622,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעוז חיים","human settlement | קיבוץ",710.Loc.00807,"Maoz Haim|Ma'oz Hayyim",https://www.wikidata.org/wiki/Q2916606,"Israel Location",32.49303889,35.55064167,"Valley of Springs Regional Council | עמק המעיינות",461
621,https://undusting.org/edut710/admin/item/621,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעין ברוך","kibbutz | קיבוץ",710.Loc.00808,"Ma'ayan Baruch|Ma'yan Barukh",https://www.wikidata.org/wiki/Q2889835,"Israel Location",33.2411,35.6088,"Upper Galilee Regional Council | הגליל העליון",735
620,https://undusting.org/edut710/admin/item/620,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מעין צבי","kibbutz | קיבוץ",710.Loc.00809,"Ma'ayan Tzvi|Ma'yan Zevi",https://www.wikidata.org/wiki/Q2888639,"Israel Location",32.56629722,34.93999722,"Hof HaCarmel Regional Council | חוף הכרמל",683
619,https://undusting.org/edut710/admin/item/619,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מבועים,"community settlement | ישוב קהילתי",710.Loc.00810,Mabu'im|Mabbu'im,https://www.wikidata.org/wiki/Q2888811,"Israel Location",31.4492,34.6535,"Merhavim Regional Council | מרחבים",1235
618,https://undusting.org/edut710/admin/item/618,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מגן,"kibbutz | קיבוץ",710.Loc.0040,Magen,https://www.wikidata.org/wiki/Q2889599,"710_Locations | Israel Location",31.29972222,34.42638889,"Eshkol Regional Council | אשכול",551
617,https://undusting.org/edut710/admin/item/617,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מגן שאול","moshav | מושב",710.Loc.00812,"Magen Shaul|Magen Sha'ul",https://www.wikidata.org/wiki/Q2777347,"Israel Location",32.52139722,35.30689722,"Gilboa Regional Council | הגלבוע",614
616,https://undusting.org/edut710/admin/item/616,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מגל,"human settlement | קיבוץ",710.Loc.00813,Magal|Maggal,https://www.wikidata.org/wiki/Q2920089,"Israel Location",32.3855,35.0356,"Menashe Regional Council | מנשה",1139
615,https://undusting.org/edut710/admin/item/615,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מגשימים,"moshav | מושב",710.Loc.00814,Magshimim,https://www.wikidata.org/wiki/Q2920119,"Israel Location",32.0463,34.90059722,"Drom HaSharon Regional Council | דרום השרון",1090
614,https://undusting.org/edut710/admin/item/614,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מחניים,"human settlement | קיבוץ",710.Loc.00815,Mahanayim,https://www.wikidata.org/wiki/Q2410542,"Israel Location",32.9893,35.5703,"Upper Galilee Regional Council | הגליל העליון",686
613,https://undusting.org/edut710/admin/item/613,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,צוקים,"human settlement | ישוב",710.Loc.00816,"Tzukim|Mahane Bildad",https://www.wikidata.org/wiki/Q2916563,"Israel Location",30.49089722,35.16669722,"Central Arava Regional Council | הערבה התיכונה",289
612,https://undusting.org/edut710/admin/item/612,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה הילה","air base | בסיס חיל אויר",710.Loc.00817,"Palmachim Airbase|Mahane Hilla",https://www.wikidata.org/wiki/Q590092,"Israel Location",31.89777778,34.69055556,"Central District | גן רווה",
611,https://undusting.org/edut710/admin/item/611,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה מרים","air base | בסיס חיל אויר",710.Loc.00818,"Hatzor Airbase|Mahane Miryam",https://www.wikidata.org/wiki/Q2629807,"Israel Location",31.7625,34.72722222,"Hatzor | באר טוביה",
610,https://undusting.org/edut710/admin/item/610,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה טלי","air base | בסיס חיל אויר",710.Loc.00819,"Ramon Airbase|Mahane Tali",https://www.wikidata.org/wiki/Q2361539,"Israel Location",30.77472222,34.66777778,"Southern District | רמת נגב",
609,https://undusting.org/edut710/admin/item/609,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה תל נוף","air base | בסיס חיל אויר",710.Loc.00820,"Tel Nof Airbase|Mahane Tel Nof",https://www.wikidata.org/wiki/Q1229630,"Israel Location",31.83947222,34.82184444,"Rehovot | ברנר",
608,https://undusting.org/edut710/admin/item/608,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה יפה","air base | בסיס חיל אויר",710.Loc.00821,"Hatzerim Airbase|Mahane Yafa",https://www.wikidata.org/wiki/Q1283490,"Israel Location",31.23335833,34.66255833,מרחבים,
607,https://undusting.org/edut710/admin/item/607,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה יתיר","human settlement | ישוב",710.Loc.00822,"Mahane Yatir|Mahane Yattir",https://www.wikidata.org/wiki/Q21198015,"Israel Location",31.3478,35.0606,,267
606,https://undusting.org/edut710/admin/item/606,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה יהודית","air base | בסיס חיל אויר",710.Loc.00823,"Hatzor Airbase|Mahane Yehudit",https://www.wikidata.org/wiki/Q2629807,"Israel Location",31.7625,34.72722222,"Hatzor | עמק יזרעאל",
605,https://undusting.org/edut710/admin/item/605,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מחנה יוכבד","airport | בסיס חיל אויר",710.Loc.00824,"Ovda Airport|Mahane Yokhved",https://www.wikidata.org/wiki/Q573524,"Israel Location",29.94027778,34.93583333,"חבל אילות",
604,https://undusting.org/edut710/admin/item/604,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מחסיה,"moshav | מושב",710.Loc.00825,Mahseya,https://www.wikidata.org/wiki/Q2778113,"Israel Location",31.7483,35.0065,"Mateh Yehuda Regional Council | מטה יהודה",434
603,https://undusting.org/edut710/admin/item/603,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מג'ד אל-כרום","human settlement | ישוב",710.Loc.00826,"Majd Al-krum|Majd Al-kurum",https://www.wikidata.org/wiki/Q2777868,"Israel Location",32.92138889,35.25694444,,14774
602,https://undusting.org/edut710/admin/item/602,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מג'דל שמס","village | כפר",710.Loc.00827,"Majdal Shams",https://www.wikidata.org/wiki/Q670612,"Israel Location",33.26916667,35.77055556,"Golan Subdistrict",11405
601,https://undusting.org/edut710/admin/item/601,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מכחול,"human settlement | ישוב",710.Loc.00828,Makhul|Makchul,https://www.wikidata.org/wiki/Q2916277,"Israel Location",31.28861111,35.07583333,"Al-Kasom Regional Council | אל קסום",839
600,https://undusting.org/edut710/admin/item/600,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מלכיה,"kibbutz | קיבוץ",710.Loc.00829,Malkia|Malkiyya,https://www.wikidata.org/wiki/Q2916807,"Israel Location",33.09819722,35.51109722,"Upper Galilee Regional Council | הגליל העליון",442
599,https://undusting.org/edut710/admin/item/599,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מנוף,"human settlement | ישוב",710.Loc.00830,Manof,https://www.wikidata.org/wiki/Q2890618,"Israel Location",32.85249722,35.2394,"Misgav Regional Council | משגב",794
598,https://undusting.org/edut710/admin/item/598,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מנות,"moshav | מושב",710.Loc.00831,Manot,https://www.wikidata.org/wiki/Q2777738,"Israel Location",33.03869722,35.19539722,"Ma'ale Yosef Regional Council | מעלה יוסף",402
597,https://undusting.org/edut710/admin/item/597,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מנשית זבדה","human settlement | ישוב",710.Loc.00832,"Manshiya Zabda|Manshiyyet Zabda",https://www.wikidata.org/wiki/Q2777766,"Israel Location",32.70416944,35.19218056,"Jezreel Valley Regional Council | עמק יזרעאל",1389
596,https://undusting.org/edut710/admin/item/596,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מרגליות,"human settlement | מושב",710.Loc.00833,Margaliot|Margaliyyot,https://www.wikidata.org/wiki/Q2916868,"Israel Location",33.21444444,35.54472222,"Mevo'ot HaHermon Regional Council | מבואות החרמון",393
595,https://undusting.org/edut710/admin/item/595,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מסעדה,"village | כפר",710.Loc.00834,Mas'ade,https://www.wikidata.org/wiki/Q2655013,"Israel Location",33.23305556,35.74083333,"Northern District",3714
594,https://undusting.org/edut710/admin/item/594,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מסעודין אל-עזאזמה","human settlement | ישוב",710.Loc.00836,"Azazima|Mas'udin Al-'azazme",https://www.wikidata.org/wiki/Q106546262,"Israel Location",,,,
593,https://undusting.org/edut710/admin/item/593,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"משאבי שדה","kibbutz | קיבוץ",710.Loc.00837,"Mashabei Sadeh|Mash'abbe Sade",https://www.wikidata.org/wiki/Q690804,"Israel Location",31.00379722,34.7882,"Ramat Negev Regional Council | רמת נגב",441
592,https://undusting.org/edut710/admin/item/592,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,משען,"moshav | מושב",710.Loc.00838,Mash'en,https://www.wikidata.org/wiki/Q2777680,"Israel Location",31.65709722,34.6233,"Hof Ashkelon Regional Council | חוף אשקלון",1069
591,https://undusting.org/edut710/admin/item/591,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,משכיות,"Israeli settlement | ישוב",710.Loc.00839,Maskiot|Maskiyyot,https://www.wikidata.org/wiki/Q2917202,"Israel Location",32.31739722,35.5022,"Judea and Samaria Area|Bik'at HaYarden Regional Council | ערבות הירדן",310
590,https://undusting.org/edut710/admin/item/590,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מסלול,"moshav | מושב",710.Loc.0041,Maslul,https://www.wikidata.org/wiki/Q2889703,"710_Locations | Israel Location",31.3243,34.5884,"Merhavim Regional Council | מרחבים",900
589,https://undusting.org/edut710/admin/item/589,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מסד,"community settlement | ישוב קהילתי",710.Loc.00842,Massad,https://www.wikidata.org/wiki/Q2777459,"Israel Location",32.84388889,35.42277778,"Lower Galilee Regional Council | הגליל התחתון",354
588,https://undusting.org/edut710/admin/item/588,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מסדה,"human settlement | קיבוץ",710.Loc.00843,Masada|Massada,https://www.wikidata.org/wiki/Q2888546,"Israel Location",32.68339722,35.5985,"Emek HaYarden Regional Council | עמק הירדן",345
587,https://undusting.org/edut710/admin/item/587,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,משואה,"Israeli settlement | מושב",710.Loc.00844,Masua|Massu'a,https://www.wikidata.org/wiki/Q2889038,"Israel Location",32.113,35.4908,"Bik'at HaYarden Regional Council | ערבות הירדן",184
586,https://undusting.org/edut710/admin/item/586,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"משואות יצחק","moshav | מושב",710.Loc.00845,"Masu'ot Yitzhak|Massuot Yizhaq",https://www.wikidata.org/wiki/Q2890735,"Israel Location",31.70329722,34.6895,"Shafir Regional Council | שפיר",705
585,https://undusting.org/edut710/admin/item/585,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מטע,"moshav | מושב",710.Loc.00846,Mata|Matta,https://www.wikidata.org/wiki/Q2920127,"Israel Location",31.7177,35.0623,"Mateh Yehuda Regional Council | מטה יהודה",897
584,https://undusting.org/edut710/admin/item/584,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מתן,"human settlement | ישוב קהילתי",710.Loc.00847,Matan|Mattan,https://www.wikidata.org/wiki/Q2918645,"Israel Location",32.1576,34.9735,"Drom HaSharon Regional Council | דרום השרון",3617
583,https://undusting.org/edut710/admin/item/583,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מתת,"village | כפר",710.Loc.00848,Mattat,https://www.wikidata.org/wiki/Q659971,"Israel Location",33.04040833,35.35484722,"Ma'ale Yosef Regional Council | מעלה יוסף",192
582,https://undusting.org/edut710/admin/item/582,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מתתיהו,"Israeli settlement | מושב",710.Loc.00849,Matityahu|Mattityahu,https://www.wikidata.org/wiki/Q2776800,"Israel Location",31.92972222,35.03444444,"Judea and Samaria Area | מטה בנימין",891
581,https://undusting.org/edut710/admin/item/581,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מבקיעים,"moshav | מושב",710.Loc.0039,Mavki'im|Mavqi'im,https://www.wikidata.org/wiki/Q2777930,"710_Locations | Israel Location",31.6216,34.578,"Hof Ashkelon Regional Council | חוף אשקלון",395
580,https://undusting.org/edut710/admin/item/580,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מזכרת בתיה","human settlement | ישוב",710.Loc.00851,"Mazkeret Batya",https://www.wikidata.org/wiki/Q1914736,"Israel Location",31.85454167,34.84195,,12698
579,https://undusting.org/edut710/admin/item/579,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מצליח,"moshav | מושב",710.Loc.00852,Matzliah|Mazliah,https://www.wikidata.org/wiki/Q2917270,"Israel Location",31.9078,34.874,"Gezer Regional Council | גזר",1363
578,https://undusting.org/edut710/admin/item/578,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מזור,"moshav | מושב",710.Loc.00853,Mazor,https://www.wikidata.org/wiki/Q2614185,"Israel Location",32.0525,34.92611111,"Hevel Modi'in Regional Council | חבל מודיעין",1331
577,https://undusting.org/edut710/admin/item/577,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מזרעה,"local council in Israel | מועצה מקומית",710.Loc.00854,Mazra'a,https://www.wikidata.org/wiki/Q2890424,"Israel Location",32.9831,35.09761667,"Acre Subdistrict",4078
576,https://undusting.org/edut710/admin/item/576,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מצובה,"kibbutz | קיבוץ",710.Loc.00855,Matzuva|Mazzuva,https://www.wikidata.org/wiki/Q2888757,"Israel Location",33.06329722,35.1582,"Mateh Asher Regional Council | מטה אשר",1165
575,https://undusting.org/edut710/admin/item/575,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מי עמי","moshav | מושב",710.Loc.00856,"Mei Ami|Me Ammi",https://www.wikidata.org/wiki/Q2777505,"Israel Location",32.5048,35.148,"Menashe Regional Council | מנשה",363
574,https://undusting.org/edut710/admin/item/574,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מאיר שפיה","village | כפר",710.Loc.00857,"Meir Shfeya|Me'ir Shefeya",https://www.wikidata.org/wiki/Q2777355,"Israel Location",32.59033889,34.97063889,"Hof HaCarmel Regional Council | חוף הכרמל",317
573,https://undusting.org/edut710/admin/item/573,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מעונה,"moshav | מושב",710.Loc.00858,Me'ona,https://www.wikidata.org/wiki/Q2889429,"Israel Location",33.01749722,35.25849722,"Ma'ale Yosef Regional Council | מעלה יוסף",968
572,https://undusting.org/edut710/admin/item/572,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מפלסים,"human settlement | קיבוץ",710.Loc.0042,Mefalsim|Mefallesim,https://www.wikidata.org/wiki/Q2890190,"710_Locations | Israel Location",31.50189722,34.56439722,"Sha'ar HaNegev Regional Council | שער הנגב",1038
571,https://undusting.org/edut710/admin/item/571,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מגדים,"moshav | מושב",710.Loc.00860,Megadim,https://www.wikidata.org/wiki/Q2918393,"Israel Location",32.7293,34.9592,"Hof HaCarmel Regional Council | חוף הכרמל",1329
570,https://undusting.org/edut710/admin/item/570,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מגידו,"kibbutz | קיבוץ",710.Loc.00861,"Megiddo, Israel|Megiddo",https://www.wikidata.org/wiki/Q951336,"Israel Location",32.57888889,35.18055556,"Megiddo Regional Council | מגידו",847
569,https://undusting.org/edut710/admin/item/569,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מחולה,"Israeli settlement | מושב",710.Loc.00862,Mehola,https://www.wikidata.org/wiki/Q2888960,"Israel Location",32.36611111,35.515,"Bik'at HaYarden Regional Council | ערבות הירדן",609
568,https://undusting.org/edut710/admin/item/568,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מייסר,"human settlement | ישוב",710.Loc.00863,Meiser,https://www.wikidata.org/wiki/Q2916830,"Israel Location",32.44472222,35.04194444,"Menashe Regional Council | מנשה",2017
567,https://undusting.org/edut710/admin/item/567,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מכורה,"Israeli settlement | מושב",710.Loc.00864,Mekhora,https://www.wikidata.org/wiki/Q2888911,"Israel Location",32.1647,35.4237,"Bik'at HaYarden Regional Council | ערבות הירדן",166
566,https://undusting.org/edut710/admin/item/566,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מלאה,"moshav | מושב",710.Loc.00865,Mle'a|Mele'a,https://www.wikidata.org/wiki/Q2776892,"Israel Location",32.5632,35.23729722,"Gilboa Regional Council | הגלבוע",390
565,https://undusting.org/edut710/admin/item/565,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מלילות,"moshav | מושב",710.Loc.00866,Mlilot|Melilot,https://www.wikidata.org/wiki/Q2890294,"Israel Location",31.38899722,34.59479722,"Sdot Negev Regional Council | שדות נגב",276
564,https://undusting.org/edut710/admin/item/564,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מנחמיה,"human settlement | ישוב",710.Loc.00867,Menahemia|Menahemya,https://www.wikidata.org/wiki/Q2917281,"Israel Location",32.6677,35.554,"Kinneret sub-district | עמק המעיינות",1033
563,https://undusting.org/edut710/admin/item/563,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מנרה,"human settlement | קיבוץ",710.Loc.00868,Manara|Mennara,https://www.wikidata.org/wiki/Q2890256,"Israel Location",33.19583333,35.54444444,"Upper Galilee Regional Council | הגליל העליון",224
562,https://undusting.org/edut710/admin/item/562,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מנוחה,"moshav | מושב",710.Loc.00869,Menuha,https://www.wikidata.org/wiki/Q2888772,"Israel Location",31.65749722,34.7775,"Lakhish Regional Council | לכיש",528
561,https://undusting.org/edut710/admin/item/561,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מירב,"human settlement | קיבוץ",710.Loc.00870,Meirav|Merav,https://www.wikidata.org/wiki/Q1918793,"Israel Location",32.45179722,35.4217,"Valley of Springs Regional Council | עמק המעיינות",670
560,https://undusting.org/edut710/admin/item/560,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מרחב עם","community settlement | ישוב קהילתי",710.Loc.00871,"Merhav Am",https://www.wikidata.org/wiki/Q2777042,"Israel Location",30.88728333,34.82876389,"Ramat Negev Regional Council | רמת נגב",333
559,https://undusting.org/edut710/admin/item/559,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מרחביה (מושב)","human settlement | ישוב",710.Loc.00872,Merhavia|Merhavya(moshav),https://www.wikidata.org/wiki/Q1004796,"Israel Location",32.60527778,35.30777778,"Jezreel Valley Regional Council | עמק יזרעאל",664
558,https://undusting.org/edut710/admin/item/558,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מרחביה (קיבוץ)","kibbutz | קיבוץ",710.Loc.00873,Merhavia|Merhavya(qibbuz),https://www.wikidata.org/wiki/Q2920170,"Israel Location",32.60585,35.30725,"Jezreel Valley Regional Council | עמק יזרעאל",1298
557,https://undusting.org/edut710/admin/item/557,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מרכז שפירא","human settlement | ישוב",710.Loc.00874,"Merkaz Shapira|Merkaz Shappira",https://www.wikidata.org/wiki/Q2776772,"Israel Location",31.69679722,34.7068,"Shafir Regional Council | שפיר",2230
556,https://undusting.org/edut710/admin/item/556,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מרום גולן","Israeli settlement | קיבוץ",710.Loc.00875,"Merom Golan",https://www.wikidata.org/wiki/Q985533,"Israel Location",33.13333333,35.77583333,"Golan Regional Council | גולן",675
555,https://undusting.org/edut710/admin/item/555,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מירון,"moshav | מושב",710.Loc.00876,Meron,https://www.wikidata.org/wiki/Q600912,"Israel Location",32.98333333,35.44166667,"Merom HaGalil Regional Council | מרום הגליל",985
554,https://undusting.org/edut710/admin/item/554,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מישר,"moshav | מושב",710.Loc.00877,Meishar|Meshar,https://www.wikidata.org/wiki/Q2920034,"Israel Location",31.8182,34.7541,"Gederot Regional Council | גדרות",804
553,https://undusting.org/edut710/admin/item/553,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מסילת ציון","moshav | מושב",710.Loc.00878,"Mesilat Zion|Mesillat Ziyyon",https://www.wikidata.org/wiki/Q2778355,"Israel Location",31.8018,35.01149722,"Mateh Yehuda Regional Council | מטה יהודה",1214
552,https://undusting.org/edut710/admin/item/552,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מסילות,"human settlement | קיבוץ",710.Loc.00879,Mesilot|Mesillot,https://www.wikidata.org/wiki/Q1399050,"Israel Location",32.49519722,35.4744,"Valley of Springs Regional Council | עמק המעיינות",431
551,https://undusting.org/edut710/admin/item/551,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מיטל,"community settlement | ישוב קהילתי",710.Loc.00880,Meital,https://www.wikidata.org/wiki/Q112766452,"Israel Location",,,"Valley of Springs Regional Council | עמק המעיינות",
550,https://undusting.org/edut710/admin/item/550,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מיתר,"local council in Israel | מועצה מקומית",710.Loc.00881,Meitar|Metar,https://www.wikidata.org/wiki/Q1246119,"Israel Location",31.32638889,34.94,"Beersheba Subdistrict",10566
549,https://undusting.org/edut710/admin/item/549,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מיטב,"moshav | מושב",710.Loc.00882,Meitav|Metav,https://www.wikidata.org/wiki/Q2776832,"Israel Location",32.54679722,35.3006,"Gilboa Regional Council | הגלבוע",461
548,https://undusting.org/edut710/admin/item/548,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,מטולה,"town | עיירה",710.Loc.00883,Metula,https://www.wikidata.org/wiki/Q1011497,"Israel Location",33.27888889,35.57666667,"Safed Subdistrict",1615
547,https://undusting.org/edut710/admin/item/547,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מבשרת ציון","human settlement | ישוב",710.Loc.00884,"Mevaseret Zion|Mevasseret Ziyyon",https://www.wikidata.org/wiki/Q1025294,"Israel Location",31.80361111,35.15472222,"Jerusalem District",24445
546,https://undusting.org/edut710/admin/item/546,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מבוא ביתר","moshav | מושב",710.Loc.00885,"Mevo Beitar|Mevo Betar",https://www.wikidata.org/wiki/Q2919983,"Israel Location",31.7224,35.10669722,"Mateh Yehuda Regional Council | מטה יהודה",965
545,https://undusting.org/edut710/admin/item/545,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מבוא דותן","Israeli settlement | ישוב",710.Loc.00886,"Mevo Dotan",https://www.wikidata.org/wiki/Q2777960,"Israel Location",32.42010833,35.16951111,"Judea and Samaria Area | שומרון",448
544,https://undusting.org/edut710/admin/item/544,Location,dcterms:Location,yael.netzer@gmail.com,true,1271,,,,"מבוא חמה","kibbutz | קיבוץ",710.Loc.00887,"Mevo Hama|Mevo Hamma",https://www.wikidata.org/wiki/Q2920302,"Israel Location",32.73694444,35.655,"Golan Regional Council | גולן",459
