File,dcterms:identifier,status,omeka.walls,Location,OmekaIDLocation,LocationsHarpz,harpaz.location,harpas.death.location,note,name yael,harpaz id_,harpaz first and last name,id from btl,Name btl,facet
authorities-edut710-dead-kidnapped.csv,Per.710.001302,,3080,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,רויה מנצורי,hrpz:807,רויה מנצורי,btl:43896,רויה מנצורי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001301,,3079,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,נורל מנצורי,hrpz:806,נורל מנצורי,btl:43895,נורל מנצורי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001300,,3078,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,מאי יצחקי,hrpz:777,מאי יצחקי,btl:43855,מאי יצחקי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001299,,3077,פסטיבל נובה,6,מיגונית בצומת בארי,מיגונית בצומת בארי,מיגונית בצומת בארי,,לינור קינן,hrpz:782,לינור קינן,btl:43958,לינור קינן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001298,,3076,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,אליסיה לוין,hrpz:790,אליסיה לוין,btl:43876,אליסיה לוין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001297,,3075,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,גילי אדר,hrpz:674,גילי אדר,btl:43687,גילי אדר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001296,,3074,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,מיכל רואימי,hrpz:840,מיכל רואימי,btl:43966,מיכל רואימי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001295,,3073,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,סהר אשואן,hrpz:683,סהר אשואן,btl:43721,סהר אשואן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001294,,3072,פסטיבל נובה,6,מיגונית בצומת בארי,מיגונית בצומת בארי,מיגונית בצומת בארי,,גלעד בן יהודה,hrpz:1036,גלעד בן יהודה,btl:43745,גלעד בן יהודה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001293,,3071,פסטיבל נובה,6,פסטיבל נובה; בר,פסטיבל נובה; בר,פסטיבל נובה; בר,,נטע בועזיז,hrpz:713,נטע בועזיז מורלי,btl:43727,נטע בועזיז,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001292,,3070,פסטיבל נובה,6,מיגונית מפלסים,מיגונית מפלסים,מיגונית מפלסים,,אדיר טמם,hrpz:873,אדיר טמם,btl:43844,אדיר טמם,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001291,,3069,בארי,1135,בארי,בארי,בארי,,אורון בירה,hrpz:48,אורון בירה,btl:43586,אורון בירה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001290,,3068,בארי,1135,בארי,בארי,בארי,,יסמין בירה,hrpz:52,יסמין בירה,btl:43588,יסמין בירה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001289,,3067,בארי,1135,בארי,בארי,בארי,,תאיר בירה,hrpz:50,תאיר בירה,btl:43589,תאיר בירה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001288,,3066,בארי,1135,בארי,בארי,בארי,,תהל בירה,hrpz:49,תהל בירה,btl:43587,תהל בירה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001287,,3065,בארי,1135,בארי,בארי,בארי,,טל בירה,hrpz:51,טל בירה,btl:43585,טל בירה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001286,,3064,בארי,1135,בארי,בארי,בארי,,חוה בן עמי,hrpz:47,חוה בן עמי,btl:43594,חוה בן עמי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001285,,3063,בארי,1135,בארי,בארי,בארי,,דנה בכר,hrpz:38,דנה בכר,btl:43590,דנה בכר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001284,,3062,בארי,1135,בארי,בארי,בארי,,כרמל בכר,hrpz:37,כרמל בכר,btl:43591,כרמל בכר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001283,,3061,בארי,1135,בארי,בארי,בארי,,יהודית יצחקי,hrpz:89,יהודית יצחקי,btl:43618,יהודית יצחקי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001282,,3060,בארי,1135,בארי,בארי,בארי,,ליאן שרעבי,hrpz:119,ליאן שרעבי,btl:43658,ליאן שרעבי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001281,,3059,בארי,1135,בארי,בארי,בארי,,יהל שרעבי,hrpz:121,יהל שרעבי,btl:43657,יהל שרעבי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001280,,3058,בארי,1135,בארי,בארי,בארי,,נויה שרעבי,hrpz:120,נויה שרעבי,btl:43659,נויה שרעבי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001279,,3057,בארי,1135,בארי,בארי,בארי,,רותם קלדרון,hrpz:90,רותם קלדרון,btl:43648,רותם קלדרון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001278,,3056,בארי,1135,בארי,בארי,בארי,,תכלת פישביין זערור,hrpz:72,תכלת פישביין זערור,btl:43640,תכלת פישביין זערור,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001277,,3055,פסטיבל נובה,6,פסטיבל נובה; מכולות צהובות,פסטיבל נובה; מכולות צהובות,פסטיבל נובה; מכולות צהובות,,הדר פרינץ,hrpz:1430,הדר פרינץ,btl:43947,הדר פרינץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001276,,3054,פסטיבל נובה,6,דרומית לגבים,דרומית לגבים,דרומית לגבים,,ליאם שרם,hrpz:866,ליאם שרם,btl:44000,ליאם שרם,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001275,,3053,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,רועי עידן,hrpz:315,רועי עידן,btl:43506,רועי עידן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001274,,3052,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,סמדר עידן,hrpz:316,סמדר מור עידן,,סמדר עידן,יש התאמה רק להרפז
authorities-edut710-dead-kidnapped.csv,Per.710.001273,,3051,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,כרמלה דן,hrpz:559,כרמלה דן,btl:43552,כרמלה דן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001272,,3050,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,נויה דן,hrpz:558,נויה דן,btl:43553,נויה דן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001271,,3049,חולית,807,חולית,חולית,חולית,,עדי קפלון ויטל,hrpz:272,עדי ויטל קפלון,btl:43328,עדי קפלון ויטל,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001270,,3048,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,אופק קמחי,hrpz:1429,אופק קמחי,btl:43960,אופק קמחי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001269,,3047,פסטיבל נובה,6,בארי,בארי,בארי,,סוהייב אל רזאם,hrpz:1432,סוהייב אבו עאמר אלרזאם,btl:43676,סוהייב אל רזאם,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001268,,3046,פסטיבל נובה,6,מיגונית בכניסה לעלומים,מיגונית בכניסה לעלומים,מיגונית בכניסה לעלומים,,יונתן חי אזולאי,hrpz:689,יונתן אזולאי,btl:43693,יונתן חי אזולאי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001267,,3045,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,ליאל ג'רפי,hrpz:1428,ליאל ג׳רפי,btl:43766,ליאל ג'רפי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001266,,3044,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,שהם יעקב,hrpz:962,שהם יעקב,btl:43852,שהם יעקב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001265,,3043,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,שנהב יעקב (ג'רפי),hrpz:1427,שנהב יעקב,btl:43853,שנהב יעקב (ג'רפי),יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001264,,3042,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,עומר חרמש,hrpz:313,עומר חרמש,btl:43501,עומר חרמש,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001263,,3041,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,ולרי פרידמן,hrpz:1514,ולרי פרידמן,btl:43430,ולרי פרידמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001262,,3040,בארי,1135,בארי,בארי,בארי,,יצחק סיטון,hrpz:132,יצחק סיטון,btl:43638,יצחק סיטון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001261,,3039,בארי,1135,בארי,בארי,בארי,,חנה סיטון,hrpz:131,חנה סיטון,btl:43639,חנה סיטון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001260,,3038,בארי,1135,בארי,בארי,בארי,,טל סיטון,hrpz:133,טל סיטון,btl:43637,טל סיטון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001259,,3037,פסטיבל נובה,6,סמוך למיגונית בצומת גמה (צפון),סמוך למיגונית בצומת גמה (צפון),סמוך למיגונית בצומת גמה (צפון),,שגב שושן,hrpz:867,שגב שושן,btl:43986,שגב שושן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001258,,3036,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,ליאב אסייג,hrpz:682,ליאב אסייג,btl:43714,ליאב אסייג,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001257,,3035,פסטיבל נובה,6,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,כביש שער הנגב מפלסים,,נאור לוי,hrpz:794,נאור לוי,btl:43872,נאור לוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001256,,3034,בארי,1135,בארי,בארי,בארי,,מעיינה הרשקוביץ,hrpz:86,מעיינה הרשקוביץ,btl:43608,מעיינה הרשקוביץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001255,,3033,בארי,1135,בארי,בארי,בארי,,נח הרשקוביץ,hrpz:87,נח הרשקוביץ,btl:43609,נח הרשקוביץ,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001254,,3032,פסטיבל נובה,6,מיגונית חניון רעים,מיגונית חניון רעים,מיגונית חניון רעים,,שני בן-עמי,hrpz:702,שני בן-עמי,btl:43748,שני בן-עמי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001253,,3031,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,דורין אטיאס,hrpz:733,דורין אטיאס,btl:43697,דורין אטיאס,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001252,,3030,פסטיבל נובה,6,מיגונית בצומת גמה (צפון),מיגונית בצומת גמה (צפון),מיגונית בצומת גמה (צפון),,מתן אקשטיין,hrpz:740,מתן אקשטיין,btl:43716,מתן אקשטיין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001251,,3029,נתיב העשרה,458,נתיב העשרה,נתיב העשרה,נתיב העשרה,,גלעד כפיר,hrpz:508,גלעד כפיר,btl:43343,גלעד כפיר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001250,,3028,אופקים,397,אופקים,אופקים,אופקים,,אליעד אוחיון,hrpz:990,אליעד אוחיון,btl:43434,אליעד אוחיון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001249,,3027,אופקים,397,אופקים,אופקים,אופקים,,משה אוחיון,hrpz:991,משה אוחיון,btl:43433,משה אוחיון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001248,,3026,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,ברטה בטסיין שמיאייב,hrpz:995,ברטה שמיאייב לוי,btl:43439,ברטה בטסיין שמיאייב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001247,,3025,אופקים,397,אופקים,אופקים,אופקים,,איציק בלטי,hrpz:974,יצחק בלטי,btl:43437,איציק בלטי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001246,,3024,אופקים,397,אופקים,אופקים,אופקים,,אנדריי ג'מבקוב,hrpz:987,אנדריי ג׳מבקוב,btl:43444,אנדריי ג'מבקוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001245,,3023,אופקים,397,אופקים,אופקים,אופקים,,זויה ג'מבקוב,hrpz:1720,זויה ג׳מבקוב,btl:43443,זויה ג'מבקוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001244,,3022,אופקים,397,אופקים,אופקים,אופקים,,אריאל רפאל גורי,hrpz:982,אריאל גורי,btl:43441,אריאל רפאל גורי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001243,,3021,אופקים,397,אופקים,אופקים,אופקים,,ראובן ויזמן,hrpz:1717,ראובן ויזמן,btl:43447,ראובן ויזמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001242,,3020,אופקים,397,אופקים,אופקים,אופקים,,חטיב טארק זארוק,hrpz:985,טארק חטיב,btl:43448,חטיב טארק זארוק,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001241,,3019,אופקים,397,אופקים,אופקים,אופקים,,אבי זקוטו,hrpz:999,אבי זקוטו,btl:43449,אבי זקוטו,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001240,,3018,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,מיכל מראל זרבאילוב,hrpz:1031,מיכל זרבאילוב,btl:43450,מיכל מראל זרבאילוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001238,,3016,אופקים,397,אופקים,אופקים,אופקים,,אברהם אבי חטואל,hrpz:1718,אברהם חטואל,btl:43451,אברהם אבי חטואל,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001237,,3015,פסטיבל נובה,6,חסימה בכביש 232|אלונית כפר עזה,פסטיבל נובה; חסימה בכביש 232,אלונית כפר עזה,,שמעון חייט,hrpz:1608,שמעון חייט,btl:43833,שמעון חייט,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001236,,3014,אופקים,397,אופקים,אופקים,אופקים,,ויקטוריה גרדסקול,hrpz:1500,ויקטוריה גרדסקול,btl:43445,ויקטוריה גרדסקול,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001235,,3013,אופקים,397,אופקים,אופקים,אופקים,,סרגיי גרדסקול,hrpz:1501,סרגיי גרדסקול,btl:43446,סרגיי גרדסקול,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001234,,3012,אופקים,397,אופקים,אופקים,אופקים,,יפתח יאחנגילוב,hrpz:1030,יפתח יאחנגילוב,btl:43454,יפתח יאחנגילוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001233,,3011,אופקים,397,אופקים,אופקים,אופקים,,מריה יאחנגילוב,hrpz:1029,מריה יאחנגילוב,btl:43453,מריה יאחנגילוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001232,,3010,אופקים,397,אופקים,אופקים,אופקים,,יורי ידגרוב,hrpz:1487,יורי ידגרוב,btl:43456,יורי ידגרוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001231,,3009,אופקים,397,אופקים,אופקים,אופקים,,רוזה ידגרוב,hrpz:1488,רוזה ידגרוב,btl:43455,רוזה ידגרוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001230,,3008,אופקים,397,אופקים,אופקים,אופקים,,אנה משייב,hrpz:1002,אנה משייב,btl:43459,אנה משייב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001229,,3007,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,לודה פורמן,hrpz:1512,לודמילה פורמן,btl:43461,לודה פורמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001228,,3006,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,ולדימיר פופוב,hrpz:1515,ולדימיר פופוב,btl:43463,ולדימיר פופוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001227,,3005,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,סופיה פופוב,hrpz:1516,סופיה פופוב,btl:43462,סוניה פופוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001226,,3004,אופקים,397,אופקים,אופקים,אופקים,,ישראל צ'אנה,hrpz:978,ישראל צ׳אנה,btl:43464,ישראל צ'אנה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001225,,3003,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,איגור קורצר,hrpz:1152,איגור קורצר,btl:43466,איגור קורצר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001224,,3002,מגן,618,מגן,מגן,מגן,,מיכאל אוסטרובסקי,hrpz:1719,מיכאל אוסטרובסקי,btl:43435,מיכאל אוסטרובסקי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001223,,3001,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,טטיאנה שניטמן,hrpz:1513,טטיאנה שניטמן,btl:43468,טטיאנה שניטמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001222,,3000,אופקים,397,אופקים,אופקים,אופקים,,אריאל ביליה,hrpz:976,אריאל ביליה,btl:43436,אריאל ביליה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001221,,2999,אופקים,397,אופקים,אופקים,אופקים,,יליזבטה קוסטיצין,hrpz:1721,יליזבטה קוסטיצין,btl:43465,יליזבטה קוסטיצין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001220,,2998,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,ליליה גילר,hrpz:981,ליליה גילר,btl:43442,ליליה גילר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001219,,2997,אופקים,397,אופקים,אופקים,אופקים,,בנימין רחמים,hrpz:992,בנימין רחמים,btl:43467,בנימין רחמים,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001218,,2996,שדרות,225,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,שדרות; אוטובוס הגמלאים,,יעקב מורטוב,hrpz:1000,יעקב מורטוב,btl:43457,יעקב מורטוב,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001216,,2994,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,נועה זנדר,hrpz:1426,נועה זנדר,btl:43824,נועה זנדר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001215,,2993,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,רמי קציר,hrpz:583,אברהם קציר,btl:43571,רמי קציר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001213,,2991,בארי,1135,בארי,בארי,בארי,,רינת אבן,hrpz:71,רינת אבן,btl:43576,רינת אבן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001212,,2990,בארי,1135,בארי,בארי,בארי,,חן אבן,hrpz:69,חן אבן,btl:43575,חן אבן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001211,,2989,בארי,1135,בארי,בארי,בארי,,אלון אבן,hrpz:68,אלון אבן,btl:43577,אלון אבן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001210,,2988,בארי,1135,בארי,בארי,בארי,,עידו אבן,hrpz:70,עידו אבן,btl:43578,עידו אבן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001209,,2987,בארי,1135,בארי,בארי,בארי,,יונה כהן,hrpz:62,יונה כהן,btl:43621,יונה כהן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001208,,2986,בארי,1135,בארי,בארי,בארי,,אוהד כהן,hrpz:140,אוהד כהן,btl:43619,אוהד כהן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001207,,2985,בארי,1135,בארי,בארי,בארי,,מילה כהן,hrpz:60,מילה כהן,btl:43620,מילה כהן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001206,,2984,בארי,1135,בארי,בארי,בארי,,גרייס קבררה,hrpz:56,גרייס קבררה,btl:43573,גרייס קבררה,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001204,,2982,בארי,1135,בארי,בארי,בארי,,אביה חצרוני,hrpz:88,אביה חצרוני,btl:43615,אביה חצרוני,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001203,,2981,בארי,1135,בארי,בארי,בארי,,יונת אור,hrpz:141,יונת אור,btl:43581,יונת אור,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001202,,2980,חוף זיקים,1288,חוף זיקים,חוף זיקים,חוף זיקים,,אריה אוזן,hrpz:1360,אריה אוזן,btl:43378,אריה אוזן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001201,,2979,חוף זיקים,1288,חוף זיקים,חוף זיקים,חוף זיקים,,אלי אוזן,hrpz:1359,אליהו אוזן,btl:43397,אלי אוזן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001200,,2978,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,מרגריטה גוסק,hrpz:1445,מרגריטה גוסק,btl:43771,מרגריטה גוסק,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001199,,2977,כביש 232: רעים - בארי,1314,כביש רעים - בארי,כביש רעים - בארי,כביש רעים - בארי,,חגית רפאלי מישקין,hrpz:143,חגית רפאלי מישקין,btl:43411,חגית רפאלי מישקין,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001198,,2976,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,טובה גורן,hrpz:1450,טובה גורן,btl:43491,טובה גורן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001197,,2975,כפר עזה,743,כפר עזה,כפר עזה,כפר עזה,,ארן גורן,hrpz:1449,ארן גורן,btl:43490,ארן גורן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001196,,2974,פסטיבל נובה,6,מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),מיגונית בצומת רעים (מזרח),,רונן דייטשמן,hrpz:1619,רונן דייטשמן,btl:43795,רונן דייטשמן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001195,,2973,נחל עוז,491,נחל עוז,נחל עוז,נחל עוז,,מעיין עידן,hrpz:430,מעיין עידן,btl:43543,מעיין עידן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001194,,2972,נחל עוז,491,נחל עוז,נחל עוז,נחל עוז,,שלמה רון,hrpz:426,שלמה רון,btl:43546,שלמה רון,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001193,,2971,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,שפרה נוי,hrpz:614,שפרה נוי,btl:43561,שפרה נוי,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001192,,2970,נירים,417,נירים,נירים,נירים,,מור מאיר,hrpz:663,מור מאיר,btl:43532,מור מאיר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001191,,2969,נירים,417,נירים,נירים,נירים,,דורון מאיר,hrpz:664,דורון מאיר,btl:43531,דורון מאיר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001190,,2968,נתיב העשרה,458,נתיב העשרה,נתיב העשרה,נתיב העשרה,,חיימי בנעים,hrpz:517,חיימי בנעים,btl:43365,חיימי בנעים,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001189,,2967,שדרות,225,שדרות,שדרות,שדרות,,אבי מגירא,hrpz:1163,אבי מגירא,btl:43424,אבי מגירא,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001188,,2966,מסיבה פסידאק,5,צומת מבטחים,צומת מבטחים,צומת מבטחים,,מתן רוזנברג,hrpz:1047,מתן רוזנברג,btl:43671,מתן רוזנברג,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001187,,2965,פסטיבל נובה,6,אזור מפלסים,סמוך למפלסים,סמוך למפלסים,,תמר גולדנברג,hrpz:760,תמר גולדנברג,btl:43769,תמר גולדנברג,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001186,,2964,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,רועי מונדר,hrpz:602,רועי מונדר,btl:43559,רועי מונדר,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001185,,2963,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,אבנר גורן,hrpz:568,אבנר גורן,btl:43550,אבנר גורן,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001184,,2962,ניר עוז,422,ניר עוז,ניר עוז,ניר עוז,,יוסף יוסיניו גרוס,hrpz:630,יוסף גרוס,btl:43551,יוסף יוסיניו גרוס,יש התאמה להכל
authorities-edut710-dead-kidnapped.csv,Per.710.001183,,2961,פסטיבל נובה,6,פסטיבל נובה,פסטיבל נובה,פסטיבל נובה,,מטיאס בורשטיין,hrpz:1436,מטיאס בורשטיין,btl:43729,מטיאס בורשטיין,יש התאמה להכל
